,date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,Out_Temp,Out_Humi,TemperatureDif,HumidityDif,CO2Dif,HumidityRatioDif,weekday,office,timegroup_0,timegroup_1,timegroup_2,timegroup_3,TemperatureIncr,HumidityIncr,CO2Incr,HumidityRatioIncr,Temp_InOut,TemperatureAfterAvg,HumidityAfterAvg,CO2AfterAvg,HumidityRatioAfterAvg
0,2015-02-04 18:10:59,22.89,27.39,0.0,689.5,0.00472950615591001,0,1.0,87.0,0.0,0.0,0.5,0.0,1,1,0,0,0,1,23.0655,27.21230833333333,694.9875,0.004749185910449025,21.89,22.74108333333334,27.46025,676.2833333333333,0.0046988989342094676
1,2015-02-04 18:11:59,22.89,27.39,0.0,689.0,0.00472950615591001,0,1.0,87.0,0.0,0.0,-0.5,0.0,1,1,0,0,0,1,23.050999999999995,27.21820833333333,693.4,0.004746011809419261,21.89,22.72658333333333,27.463000000000005,674.5583333333334,0.004695215268003004
2,2015-02-04 18:13:00,22.89,27.445,0.0,691.0,0.00473907551474663,0,1.0,87.0,0.0,0.054999999999999716,2.0,9.569358836619343e-06,1,1,0,0,0,1,23.038,27.22433333333333,692.15,0.0047433150697492295,21.89,22.71208333333334,27.465750000000003,672.8208333333333,0.00469153160179654
3,2015-02-04 18:14:00,22.89,27.5,0.0,688.0,0.00474864516581148,0,1.0,87.0,0.0,0.054999999999999716,-3.0,9.56965106485054e-06,1,1,0,0,0,1,23.024999999999995,27.234333333333336,691.025,0.004741295669265462,21.89,22.69758333333334,27.463,670.6708333333332,0.004686899466385949
4,2015-02-04 18:15:00,22.89,27.5,0.0,689.5,0.00474864516581148,0,1.0,87.0,0.0,0.0,1.5,0.0,1,1,0,0,0,1,23.011999999999997,27.24933333333333,690.0125,0.004740152486251949,21.89,22.67808333333334,27.454166666666666,668.7041666666668,0.00467980536824429
5,2015-02-04 18:16:00,22.79,27.445,0.0,689.0,0.00471022404680625,0,1.0,87.0,-0.10000000000000142,-0.054999999999999716,-0.5,-3.842111900523044e-05,1,1,0,0,0,1,23.0015,27.26433333333333,689.2625,0.004739735097876764,21.79,22.65858333333334,27.45141666666667,666.5291666666667,0.004673744561560968
6,2015-02-04 18:16:59,22.79,27.5,0.0,685.666666666667,0.004719734999149521,0,1.0,87.0,0.0,0.054999999999999716,-3.3333333333330297,9.510952343270984e-06,1,1,0,0,0,1,22.986,27.27658333333333,688.6625,0.004737396653551318,21.79,22.64408333333333,27.45416666666667,664.3791666666667,0.004670071937555535
7,2015-02-04 18:17:59,22.79,27.5,0.0,687.0,0.004719734999149521,0,1.0,87.0,0.0,0.0,1.3333333333330302,0.0,1,1,0,0,0,1,22.9705,27.29158333333333,687.8625,0.0047355337568430345,21.79,22.629583333333336,27.45141666666667,662.1708333333332,0.00466545663920531
8,2015-02-04 18:19:00,22.79,27.5,0.0,688.0,0.004719734999149521,0,1.0,87.0,0.0,0.0,1.0,0.0,1,1,0,0,0,1,22.955,27.30658333333333,687.2625,0.0047336708601347505,21.79,22.609583333333337,27.44091666666667,659.7708333333334,0.004657980493647387
9,2015-02-04 18:20:00,22.745,27.5,0.0,670.0,0.0047067761580489,0,1.0,87.0,-0.04499999999999815,0.0,-18.0,-1.295884110062099e-05,1,1,0,0,0,1,22.9395,27.32158333333333,687.1958333333334,0.004731807963426467,21.745,22.59508333333333,27.44091666666667,657.3708333333334,0.00465383232202479
10,2015-02-04 18:21:00,22.7,27.463333333333306,0.0,668.666666666667,0.00468754308384392,0,1.0,87.0,-0.045000000000001705,-0.03666666666669372,-1.3333333333330302,-1.923307420497941e-05,1,1,0,0,0,1,22.923000000000002,27.33783333333333,686.2958333333332,0.004729879235345584,21.7,22.577333333333332,27.43291666666667,655.3958333333334,0.004647425871379333
11,2015-02-04 18:22:00,22.7,27.5,0.0,670.0,0.00469384871410812,0,1.0,87.0,0.0,0.03666666666669372,1.3333333333330302,6.305630264200057e-06,1,1,0,0,0,1,22.90425,27.35349999999999,685.2166666666667,0.004727208794690646,21.7,22.56183333333333,27.42758333333333,653.4291666666667,0.0046421216612533905
12,2015-02-04 18:23:00,22.7,27.5,0.0,667.0,0.00469384871410812,0,1.0,87.0,0.0,0.0,-3.0,0.0,1,1,0,0,0,1,22.88425,27.3735,684.1666666666667,0.004724932693870021,21.7,22.54633333333333,27.42758333333333,651.5291666666667,0.004637711268261015
13,2015-02-04 18:23:59,22.6666666666667,27.426666666666694,0.0,664.5,0.004671707764617511,0,1.0,87.0,-0.033333333333299464,-0.07333333333330573,-2.5,-2.214094949060976e-05,1,1,0,0,0,1,22.86425,27.390166666666666,683.3416666666667,0.004722069191794952,21.6666666666667,22.53083333333333,27.42758333333333,650.0041666666666,0.00463330087526864
14,2015-02-04 18:24:59,22.7,27.6,0.0,670.0,0.00471104653252311,0,1.0,87.0,0.033333333333299464,0.17333333333330714,5.5,3.933876790559921e-05,1,1,0,0,0,1,22.84508333333333,27.404,682.1916666666667,0.004718967990171704,21.7,22.517,27.43125,648.1541666666667,0.004629997529750792
15,2015-02-04 18:26:00,22.6,27.426666666666694,0.0,670.333333333333,0.00465269945869772,0,1.0,87.0,-0.09999999999999787,-0.17333333333330714,0.33333333333303017,-5.834707382538964e-05,1,1,0,0,0,1,22.83008333333333,27.427750000000003,681.3916666666668,0.004718773209502622,21.6,22.5015,27.420750000000005,645.9541666666668,0.0046237993245947144
16,2015-02-04 18:27:00,22.6,27.39,0.0,672.0,0.0046464328065348,0,1.0,87.0,0.0,-0.03666666666669372,1.6666666666669698,-6.2666521629204525e-06,1,1,0,0,0,1,22.81008333333333,27.44283333333333,680.8833333333333,0.004715661075142271,21.6,22.491,27.424416666666666,643.7125,0.004621446394372856
